"Timestamp","الحي السكني","معدل الاستهلاك الشهري بالريال (تقريبا)","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [ثلاجة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [فريزر]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مكيف]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [تلفاز]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [انارة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مايكروايف]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [فرن]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [غسالة ملابس]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [غسالة صحون]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مكنسة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [برادة المياه]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [دفاية]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [كاوية ملابس]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [سخان مياه]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مروحة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [توستر]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [الغلاية]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [صانع قهوة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [خلاط]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [كمبيوتر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [ثلاجة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [فريزر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مكيف]","كم عدد الأجهزة في المنزل من نفس النوع؟ [تلفاز]","كم عدد الأجهزة في المنزل من نفس النوع؟ [انارة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مايكروايف]","كم عدد الأجهزة في المنزل من نفس النوع؟ [فرن]","كم عدد الأجهزة في المنزل من نفس النوع؟ [غسالة ملابس]","كم عدد الأجهزة في المنزل من نفس النوع؟ [غسالة صحون]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مكنسة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [برادة المياه]","كم عدد الأجهزة في المنزل من نفس النوع؟ [دفاية]","كم عدد الأجهزة في المنزل من نفس النوع؟ [كاوية ملابس]","كم عدد الأجهزة في المنزل من نفس النوع؟ [سخان مياه]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مروحة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [توستر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [الغلاية]","كم عدد الأجهزة في المنزل من نفس النوع؟ [صانع قهوة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [خلاط]","كم عدد الأجهزة في المنزل من نفس النوع؟ [كمبيوتر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [ثلاجة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [فريزر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مكيف]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [تلفاز]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [انارة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مايكروايف]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [فرن]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [غسالة ملابس]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [غسالة صحون]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مكنسة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [برادة المياه]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [دفاية]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [كاوية ملابس]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [سخان مياه]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مروحة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [توستر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [الغلاية]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [صانع قهوة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [خلاط]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [كمبيوتر]"
"2025/11/10 7:04:32 PM GMT+3","الخزامى","3000 اتوقع","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","","1","1","أكثر من 5","2","أكثر من 5","1","1","2","","","1","","2","","","","1","","","","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","","","4","","","أكثر من 5","","","أكثر من 5","","","","","",""
"2025/11/10 7:04:38 PM GMT+3","الروابي الرياض","350","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","طوال اليوم","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","صباحا (من 6 الى 12)","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","طوال اليوم","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","طوال اليوم","1","1","3","1","4","1","1","1","","1","","2","1","3","1","","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","2","أكثر من 5","2","2","2","1","2","أكثر من 5","","","أكثر من 5","1","1","4","3","2","أكثر من 5"
"2025/11/10 7:11:27 PM GMT+3","الخرج","450","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","1","1","4","1","أكثر من 5","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","4","أكثر من 5","1","1","4","1","1","أكثر من 5","2","1","أكثر من 5","أكثر من 5","1","1","1","1","2"
"2025/11/10 7:16:20 PM GMT+3","حي الخزامى","١٧٠٠","طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12);طوال اليوم","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12);طوال اليوم","2","1","5","2","أكثر من 5","1","1","1","1","1","1","2","1","3","3","1","2","1","2","4","","","","","","","","","","","","","","","","","","","",""
"2025/11/10 7:18:05 PM GMT+3","العزيزية ","400","طوال اليوم","طوال اليوم","طوال اليوم","","طوال اليوم","","مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","فجرا (من 12 الى 6)","","","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","فجرا (من 12 الى 6)","","فجرا (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","1","2","","5","","1","1","","1","1","","1","1","","1","1","","1","","أكثر من 5","أكثر من 5","5","","أكثر من 5","","1","1","","1","","","1","1","","","1","","1",""
"2025/11/10 7:21:18 PM GMT+3","الخالدية","1000","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","","صباحا (من 6 الى 12)","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","طوال اليوم","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","صباحا (من 6 الى 12)","طوال اليوم","2","1","أكثر من 5","4","أكثر من 5","1","1","1","1","1","1","أكثر من 5","1","أكثر من 5","1","1","2","2","1","3","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","2","4","أكثر من 5","1","3","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","1","4","4","3","أكثر من 5"
"2025/11/10 7:23:08 PM GMT+3","الحريق ","الحريق. 3000","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","طوال اليوم","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","2","1","أكثر من 5","","أكثر من 5","1","","1","","1","1","2","1","4","","1","1","1","4","1","أكثر من 5","أكثر من 5","5","3","أكثر من 5","2","4","3","","2","أكثر من 5","","2","4","","3","3","2","1","1"
"2025/11/10 7:24:24 PM GMT+3","حي الريان ","300","طوال اليوم","","طوال اليوم","مساءً (من 6 الى 12)","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","","طوال اليوم","صباحا (من 6 الى 12)","","طوال اليوم","فجرا (من 12 الى 6)","","","فجرا (من 12 الى 6)","","طوال اليوم","1","","2","2","أكثر من 5","1","2","1","1","1","1","1","1","1","3","1","1","1","1","3","أكثر من 5","","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","2","2","1","1","أكثر من 5","أكثر من 5","1","أكثر من 5","أكثر من 5","","1","1","1","أكثر من 5"
"2025/11/10 7:30:28 PM GMT+3","الورود","٢٠٠","طوال اليوم","","","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","","","","","","طوال اليوم","","","","","","","1","","2","1","4","1","1","1","","","","","","","","","","","","","أكثر من 5","","أكثر من 5","أكثر من 5","أكثر من 5","1","1","1","","","","","","","","","","","",""
"2025/11/10 7:30:59 PM GMT+3","الحريق","720","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","بعد ظهر (من 12 الى 6)","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","2","2","5","2","أكثر من 5","1","1","2","","2","1","3","1","3","3","1","1","1","2","1","أكثر من 5","أكثر من 5","أكثر من 5","5","أكثر من 5","2","1","2","","2","أكثر من 5","5","2","أكثر من 5","3","1","2","1","1","1"
"2025/11/10 7:31:03 PM GMT+3","المنتزة ","600","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","","","","","","","","","","","","","","1","1","4","","4","1","","1","","1","1","","1","4","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/11/10 7:42:37 PM GMT+3","الزاهر","٢٠٠","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","","","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","","","","","","","3","3","أكثر من 5","5","أكثر من 5","","2","2","","","","4","3","4","4","","","","","","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","2","2","","","","","","2","أكثر من 5","","","","","",""
"2025/11/10 7:52:55 PM GMT+3","العزيزية","500","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","1","1","3","2","أكثر من 5","1","1","2","","2","1","3","1","2","2","","1","1","3","3","أكثر من 5","أكثر من 5","أكثر من 5","5","أكثر من 5","1","2","5","","1","أكثر من 5","5","2","5","3","","3","1","1","5"
"2025/11/10 7:54:07 PM GMT+3","الواحة","1000","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","","","فجرا (من 12 الى 6)","2","1","4","3","4","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","5","4","2","1","1","4","3","1","1","3","3","2","2","3","2","3","2","3","1","2"
"2025/11/10 7:57:34 PM GMT+3","الخزامى","350","صباحا (من 6 الى 12);طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","5","5","5","5","5","4","3","4","5","5","5","5"
"2025/11/10 8:10:25 PM GMT+3","الخزامى","٣٠٠","طوال اليوم","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","","طوال اليوم","","صباحا (من 6 الى 12)","طوال اليوم","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","طوال اليوم","1","1","5","2","5","1","1","1","1","1","1","","1","4","","","1","1","1","2","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","","2","2","1","أكثر من 5","","1","أكثر من 5","","","1","1","1","أكثر من 5"
"2025/11/10 8:11:39 PM GMT+3","حي الندي","١٧٠","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","1","4","1","4","1","1","1","","1","1","1","1","1","1","1","1","1","1","2","4","4","","2","4","1","1","2","","1","2","","1","3","","1","1","1","1","4"
"2025/11/10 8:56:29 PM GMT+3","الخزامى","200","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","","","بعد ظهر (من 12 الى 6)","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","1","","2","1","2","","","1","","1","1","","1","1","2","","","","1","1","أكثر من 5","","3","4","4","","","1","","1","1","","","","","","","1","1","3"
"2025/11/10 8:58:18 PM GMT+3","الخزامى ","350","طوال اليوم","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","","","صباحا (من 6 الى 12)","","صباحا (من 6 الى 12)","","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","","4","2","أكثر من 5","","","1","","1","","2","1","4","4","","1","","1","2","أكثر من 5","","4","4","أكثر من 5","","","3","","","","","1","3","4","","","","1","4"
"2025/11/10 9:12:51 PM GMT+3","الخزامي","300","طوال اليوم","","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","1","","3","1","5","1","1","1","1","1","1","","1","2","","","1","1","1","2","أكثر من 5","أكثر من 5","أكثر من 5","5","أكثر من 5","2","2","1","2","1","أكثر من 5","","","2","","","1","1","1","5"
"2025/11/11 4:56:16 AM GMT+3","حي النزهة","٣٠٠","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","","","مساءً (من 6 الى 12)","","","بعد ظهر (من 12 الى 6)","","","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","","","","","صباحا (من 6 الى 12)","","مساءً (من 6 الى 12)","1","","3","1","4","","","1","","","","2","1","2","","","","1","2","2","أكثر من 5","","3","","أكثر من 5","","","4","","","","4","1","","","","","1","","5"
"2025/11/11 5:19:40 AM GMT+3","المرجانية","500","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12)","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","","مساءً (من 6 الى 12)","طوال اليوم","طوال اليوم","","طوال اليوم","","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","1","1","أكثر من 5","2","أكثر من 5","1","1","1","","1","","","1","4","1","","1","","1","2","أكثر من 5","أكثر من 5","أكثر من 5","2","أكثر من 5","1","","1","","1","","","1","أكثر من 5","أكثر من 5","","أكثر من 5","","2","2"
"2025/11/11 8:01:24 AM GMT+3","الروابي","800","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","طوال اليوم","","مساءً (من 6 الى 12)","طوال اليوم","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","1","1","4","2","أكثر من 5","1","1","1","1","1","1","1","1","1","","1","1","","1","1","أكثر من 5","أكثر من 5","1","2","أكثر من 5","1","1","1","3","1","أكثر من 5","","1","2","","","1","","1","أكثر من 5"
"2025/11/11 10:54:24 AM GMT+3","النزهه","650","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","طوال اليوم","","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","","مساءً (من 6 الى 12)","","","فجرا (من 12 الى 6)","1","1","5","1","أكثر من 5","1","","2","1","2","1","","1","3","3","1","1","","","1","أكثر من 5","أكثر من 5","أكثر من 5","4","أكثر من 5","1","","4","3","","أكثر من 5","","2","4","4","1","2","","","3"
"2025/11/11 12:20:38 PM GMT+3","الجامعة","٢٨٠","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","","","","","1","1","4","3","4","1","1","1","1","1","1","2","1","4","1","1","1","1","1","2","4","4","4","2","4","1","4","2","1","1","4","4","1","4","1","1","1","1","1","4"
"2025/11/11 2:40:09 PM GMT+3","حي النزهة","100","طوال اليوم","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","","","","","","","طوال اليوم","","","","","","","1","","2","1","3","","1","1","","","","","","","","","","","","1","5","","4","4","4","","","1","","","","","","","","","","","",""
